GeneA,GeneB,UniprotA,UniprotB,SymbolA,SymbolB,pW,pNI,pInt
54069,5116,Q9NYP9,O95613-2,MIS18A,PCNT,1.0000876586154198e-11,1.0866841628494e-4,0.999891331573714
54069,55075,Q9NYP9,Q9BZF9,MIS18A,UACA,1.2065212150621501e-10,0.175958092769502,0.824041907109845
54069,23299,Q9NYP9,Q8TD16-2,MIS18A,BICD2,5.94360723292411e-9,2.379531822212e-4,0.999762040874172
54069,9456,Q9NYP9,Q86YM7,MIS18A,HOMER1,4.58472275979062e-12,1.586287428999e-5,0.999984137121125
54069,11258,Q9NYP9,O75935-2,MIS18A,DCTN3,1.4181363212031e-8,0.0577069546950594,0.942293031123577
54069,55787,Q9NYP9,Q9NUQ3,MIS18A,TXLNG,5.3123860802299306e-9,0.00134719292514791,0.998652801762466
54069,9662,Q9NYP9,Q66GS9,MIS18A,CEP135,5.5386440597860894e-11,4.51730038486863e-7,0.999999548214575
54069,8481,Q9NYP9,O75665-3,MIS18A,OFD1,5.87271318189623e-10,0.00866473405918457,0.991335265353544
54069,205564,Q9NYP9,Q96HI0,MIS18A,SENP5,3.09655733520136e-10,0.019711590361948,0.980288409328396
54069,55320,Q9NYP9,Q6P0N0,MIS18A,MIS18BP1,1.9278780378484603e-9,2.45702717601968e-6,0.999997541044946
54069,257236,Q9NYP9,Q2M329,MIS18A,CCDC96,4.22078888718651e-10,2.49736855328334e-7,0.999999749841066
54069,55860,Q9NYP9,Q9NZ32,MIS18A,ACTR10,2.20652613943017e-7,0.052179571597727,0.947820207749659
54069,5108,Q9NYP9,Q15154-2,MIS18A,PCM1,4.0650783460995104e-14,2.4852440603643e-4,0.999751475593923
54069,200081,Q9NYP9,P40222,MIS18A,TXLNA,1.7020666391088402e-14,0.0394156772043282,0.960584322795655
54069,84516,Q9NYP9,Q9BTE1,MIS18A,DCTN5,1.206821298856e-5,0.0083892777743093,0.991598654012702
54069,10671,Q9NYP9,O00399,MIS18A,DCTN6,1.58263069925475e-6,0.0757241839919754,0.924274233377325
54069,51164,Q9NYP9,Q9UJW0-2,MIS18A,DCTN4,7.0312807009296e-14,0.226116025953555,0.773883974046374
54069,114880,Q9NYP9,Q9BZF3-5,MIS18A,OSBPL6,7.4011893780049205e-9,0.0525255391427201,0.947474453456091
54069,55638,Q9NYP9,Q9NX95-3,MIS18A,SYBU,0.0763410910794505,2.92170490358423e-8,0.9236588797035
54069,631,Q9NYP9,Q12934,MIS18A,BFSP1,7.4926128972909e-4,0.0021102233332558,0.997140515377015
54069,80129,Q9NYP9,Q8IYT3,MIS18A,C6orf97,0.0054947153958684,4.97384916037269e-7,0.994504787219216
283385,59344,Q6PF18,Q9BYJ1,MORN3,ALOXE3,0.00102600111242252,0.0146673848264517,0.984306614061126
124995,4904,Q7Z7H8,P67809,MRPL10,YBX1,1.2395930845946e-25,0.027288422362538,0.97271157763746
124995,84311,Q7Z7H8,Q9BRJ2,MRPL10,MRPL45,2.00092355426434e-13,1.7603473137137e-4,0.999823965268429
124995,23140,Q7Z7H8,O43149,MRPL10,ZZEF1,1.6095455701136702e-15,0.206924832125106,0.793075167874892
124995,6128,Q7Z7H8,Q02878,MRPL10,RPL6,3.1146939314129e-24,0.19601701920945,0.80398298079055
124995,26589,Q7Z7H8,Q9H2W6,MRPL10,MRPL46,3.96252958015953e-14,0.0613971724750334,0.938602827524927
124995,65005,Q7Z7H8,Q9BYD2,MRPL10,MRPL9,3.72239019302237e-12,0.0102468143036127,0.989753185692665
124995,64983,Q7Z7H8,Q9BYC8,MRPL10,MRPL32,6.550728355688961e-9,6.0182606021772e-4,0.999398167389054
124995,65003,Q7Z7H8,Q9Y3B7-2,MRPL10,MRPL11,2.6898095926348e-13,0.0252172652413374,0.974782734758394
124995,51642,Q7Z7H8,Q96GC5,MRPL10,MRPL48,1.19669916196353e-12,0.0187639975505187,0.981236002448285
124995,64976,Q7Z7H8,Q9NQ50,MRPL10,MRPL40,1.19211840926601e-11,0.00416672416950387,0.995833275818575
124995,11222,Q7Z7H8,P09001,MRPL10,MRPL3,4.7861391278920906e-15,0.00483773596290113,0.995162264037094
124995,65008,Q7Z7H8,Q9BYD6,MRPL10,MRPL1,3.5742414319552604e-14,0.00501109961598537,0.994988900383979
124995,54148,Q7Z7H8,Q9NYK5-2,MRPL10,MRPL39,1.7478551125775998e-21,0.0031699734779798,0.99683002652202
124995,64975,Q7Z7H8,Q8IXM3,MRPL10,MRPL41,4.646400944292e-13,0.034420850565588,0.96557914943395
124995,29093,Q7Z7H8,Q9NWU5-2,MRPL10,MRPL22,5.002490362709891e-15,0.00964530525346306,0.990354694746532
124995,79590,Q7Z7H8,Q96A35,MRPL10,MRPL24,1.42369452211408e-13,0.00380979073946585,0.996190209260392
124995,158399,Q7Z7H8,Q8TF39,MRPL10,ZNF483,2.17394853379169e-6,0.00451902725012746,0.995478798801339
124995,740,Q7Z7H8,Q13405,MRPL10,MRPL49,2.2699430575819404e-15,0.00296582601390717,0.997034173986091
124995,65080,Q7Z7H8,Q9H9J2,MRPL10,MRPL44,1.86251481771389e-12,0.0015722782193331,0.998427721778804
124995,64978,Q7Z7H8,Q96DV4,MRPL10,MRPL38,3.81069874298342e-13,0.0017475975830048,0.998252402416614
124995,55052,Q7Z7H8,Q9BYC9,MRPL10,MRPL20,4.33203821530002e-11,0.0173274945667722,0.982672505389907
124995,51264,Q7Z7H8,Q9P0M9,MRPL10,MRPL27,1.6421579353038599e-12,0.00185403296352894,0.998145967034829
124995,128308,Q7Z7H8,Q7Z7F7-2,MRPL10,MRPL55,1.55259372502202e-10,4.5491858967093e-4,0.99954508125507
124995,115416,Q7Z7H8,Q96EH3,MRPL10,C7orf30,3.7295776806389e-15,0.0041013209511091,0.99589867904889
124995,57129,Q7Z7H8,Q9HD33-2,MRPL10,MRPL47,2.3651189613741e-14,2.8377878863795e-4,0.99971622121134
124995,54948,Q7Z7H8,Q9NX20,MRPL10,MRPL16,2.4238441945747e-10,0.00206528103462401,0.997934718722992
124995,9581,Q7Z7H8,Q4J6C6-3,MRPL10,PREPL,8.07213781839316e-12,0.107571551170953,0.892428448820975
124995,51073,Q7Z7H8,Q9BYD3-2,MRPL10,MRPL4,4.5443518755091e-26,6.061655292899e-5,0.99993938344707
124995,9801,Q7Z7H8,P49406,MRPL10,MRPL19,5.50319490626398e-14,0.0108926605934852,0.98910733940646
124995,55245,Q7Z7H8,Q9NVA1-4,MRPL10,UQCC,1.33803355897375e-10,0.185567411144732,0.814432588721465
124995,3396,Q7Z7H8,Q14197,MRPL10,ICT1,7.89503837471558e-14,0.00252022511462778,0.997479774885293
124995,84545,Q7Z7H8,Q8N983-4,MRPL10,MRPL43,1.3735353753627601e-14,0.0364327004267721,0.963567299573214
124995,6137,Q7Z7H8,P26373,MRPL10,RPL13,2.9623717954557e-24,0.20200653977137,0.79799346022863
124995,63875,Q7Z7H8,Q9NRX2,MRPL10,MRPL17,6.98177680443374e-16,0.0017634172144532,0.998236582785546
124995,29088,Q7Z7H8,Q9P015,MRPL10,MRPL15,2.19430014787469e-12,0.00612774714593889,0.993872252851867
124995,10884,Q7Z7H8,Q9NP92,MRPL10,MRPS30,2.3804190810287998e-23,6.6375861889353e-8,0.99999993362414
124995,55168,Q7Z7H8,Q9NVS2-2,MRPL10,MRPS18A,1.05777795256561e-13,0.00252322845695007,0.997476771542944
124995,78988,Q7Z7H8,Q9BQC6,MRPL10,MRP63,5.84616194887257e-9,0.0532516595617045,0.946748334592133
10651,54927,O75431,Q9NX63,MTX2,CHCHD3,1.3280204901850698e-18,0.0464195865324282,0.953580413467572
10651,10989,O75431,Q16891-2,MTX2,IMMT,7.2451948692982e-17,0.00628042147799064,0.993719578522009
10651,84303,O75431,Q9BRQ6,MTX2,CHCHD6,3.51938800812e-23,0.0038417165859368,0.99615828341406
10651,25813,O75431,Q9Y512,MTX2,SAMM50,3.5678158232196404e-17,0.00691520890505635,0.993084791094944
10651,345778,O75431,Q5HYI7-4,MTX2,MTX3,4.22233701992157e-13,7.36803047344983e-6,0.999992631969104
10651,10640,O75431,O00471,MTX2,EXOC5,2.282739372425e-5,0.19947099056114,0.800506182045136
10651,84270,O75431,Q96LW7-2,MTX2,C9orf89,5.777081475948e-5,9.66081554223106e-6,0.999932568369698
79829,7311,Q86UY6,P62987,NAA40,UBA52,1.5623093794062e-4,1.0781087176972e-4,0.99973595819029
79829,7508,Q86UY6,Q01831,NAA40,XPC,6.84762022756061e-13,0.00861462684073023,0.991385373158585
79829,9555,Q86UY6,O75367-2,NAA40,H2AFY,5.84529210348037e-6,0.065702275297386,0.934291879410511
79829,11198,Q86UY6,Q9Y5B9,NAA40,SUPT16H,2.46052539950261e-14,0.0250787902810829,0.974921209718893
79829,4171,Q86UY6,P49736,NAA40,MCM2,4.3898425975904604e-17,0.195401681366794,0.804598318633206
79829,6749,Q86UY6,Q08945,NAA40,SSRP1,2.26022376242403e-13,0.152168253269312,0.847831746730462
79829,10539,Q86UY6,O76003,NAA40,GLRX3,9.4256677329711e-15,0.0910496760779522,0.908950323922038
79829,23173,Q86UY6,P53582,NAA40,METAP1,7.51844382934573e-8,0.0226891703973397,0.977310754418222
79829,90806,Q86UY6,Q5VTE6-2,NAA40,ANGEL2,4.2673126982353606e-9,0.00507544431069905,0.994924551421988
79829,10038,Q86UY6,Q9UGN5-2,NAA40,PARP2,1.55124922304276e-10,0.0312539269727969,0.968746072872078
79829,10533,Q86UY6,O95352,NAA40,ATG7,1.4257967524198e-4,0.0918462014818699,0.908011218842888
79829,7174,Q86UY6,P29144,NAA40,TPP2,2.02965509649429e-7,0.0372940006665145,0.962705796367976
51406,25926,Q9UMY1,Q9H8H0,NOL7,NOL11,2.5147766380971797e-11,9.0337252604309e-4,0.999096627448809
51406,84128,Q9UMY1,Q8IWA0,NOL7,WDR75,5.3273524851070494e-12,5.94687619999469e-6,0.999994053118473
51406,84135,Q9UMY1,Q8TED0,NOL7,UTP15,4.00001046382581e-11,3.302548301809e-5,0.999966974476982
51406,153241,Q9UMY1,Q8N960,NOL7,CEP120,4.87149955989661e-8,5.19251918592997e-6,0.999994758765818
51406,84916,Q9UMY1,Q969X6,NOL7,CIRH1A,1.3520225368401999e-21,5.6779412341294e-4,0.99943220587659
51406,23160,Q9UMY1,Q15061,NOL7,WDR43,2.1853183210518997e-26,7.531894705381e-5,0.99992468105295
51491,9391,Q9Y3C1,O76071,NOP16,CIAO1,3.40903261047351e-10,0.219381116695546,0.78061888296355
51491,6124,Q9Y3C1,P36578,NOP16,RPL4,9.533490067880199e-32,0.16374240511295,0.83625759488705
51491,6154,Q9Y3C1,P61254,NOP16,RPL26,1.3075508587422999e-30,0.058785992133802,0.9412140078662
51491,51191,Q9Y3C1,Q9UII4,NOP16,HERC5,3.1654350445778603e-9,0.0438081199145957,0.956191876919969
51491,4673,Q9Y3C1,P55209,NOP16,NAP1L1,6.5915931060061e-31,0.12320470345205,0.87679529654795
51491,6203,Q9Y3C1,P46781,NOP16,RPS9,2.3310573393789998e-32,0.085293477384514,0.91470652261549
51491,11103,Q9Y3C1,Q13601,NOP16,KRR1,2.9036258356716e-22,0.0090788434230605,0.99092115657694
51491,26156,Q9Y3C1,O76021,NOP16,RSL1D1,7.1272522953727e-30,0.086499288310053,0.91350071168995
51491,6431,Q9Y3C1,Q13247-3,NOP16,SRSF6,2.2793648727803e-29,0.089443850719125,0.91055614928088
11270,124220,Q8IXM6,Q96DA0,NRM,ZG16B,2.468630363438e-5,0.213906243476882,0.786069070219483
11270,49860,Q8IXM6,Q9UBG3,NRM,CRNN,1.80863537787448e-7,0.00550192871149276,0.99449789042496906
4956,10575,Q14990,P50991,ODF1,CCT4,4.14121663842255e-17,0.217938812556116,0.782061187443884
4956,7203,Q14990,P49368,ODF1,CCT3,3.2658090196690797e-16,0.082373536700374,0.917626463299626
4956,60491,Q14990,Q9GZT8-2,ODF1,NIF3L1,3.7606911083293994e-12,9.0998493790372e-4,0.999090015058336
4956,10693,Q14990,Q92526,ODF1,CCT6B,1.70726828896471e-10,0.0813411135979102,0.918658886231363
4956,64847,Q14990,Q8TB22-2,ODF1,SPATA20,6.75152763672923e-8,1.551112802878e-5,0.999984421356695
4956,6950,Q14990,P17987,ODF1,TCP1,6.44163830858853e-16,0.0815126100422253,0.918487389957774
4956,10576,Q14990,P78371,ODF1,CCT2,3.48543496483079e-14,0.151604185414484,0.848395814585481
4956,5082,Q14990,Q13371,ODF1,PDCL,1.43578478948591e-8,0.151215947312226,0.848784038329926
4956,23172,Q14990,Q15018,ODF1,FAM175B,5.42526542654248e-13,0.160955254278269,0.839044745721188
4973,2153,P78380,P12259,OLR1,F5,1.048944521437e-5,4.79857747562101e-6,0.99998471197731
5017,51684,O14753,Q9UMX1,OVOL1,SUFU,2.72017954222505e-6,0.0272846784998579,0.9727126013206
5017,10620,O14753,Q8IVW6-4,OVOL1,ARID3B,1.8989585034879198e-11,0.0957972982058716,0.904202701775139
5078,10531,O43316-4,Q5JRX3-2,PAX4,PITRM1,4.16401491870116e-14,0.20500962997505,0.794990370024909
728233,4744,Q8N8J0,P12036-2,PI4KAP1,NEFH,4.1415253165562805e-9,0.187950885421023,0.812049110437452
728233,5650,Q8N8J0,P49862-2,PI4KAP1,KLK7,0.00150979363262663,0.00117230466559161,0.997317901701782
728233,3728,Q8N8J0,P14923,PI4KAP1,JUP,4.4044511546096504e-17,0.00203556681387111,0.997964433186129
728233,1828,Q8N8J0,Q02413,PI4KAP1,DSG1,1.72847058695257e-13,0.213978062447156,0.786021937552671
728233,3713,Q8N8J0,P07476,PI4KAP1,IVL,2.8138181342681398e-11,0.0136374165241834,0.986362583447678
728233,3034,Q8N8J0,P42357,PI4KAP1,HAL,1.57403439420434e-11,0.0264646082197458,0.973535391764514
728233,1832,Q8N8J0,P15924,PI4KAP1,DSP,5.6676113657858205e-14,0.233152049263707,0.766847950736236
728233,144568,Q8N8J0,A8K2U0,PI4KAP1,A2ML1,3.4137580640636303e-9,0.00764734065317328,0.992352655933069
728233,7051,Q8N8J0,P22735,PI4KAP1,TGM1,6.295684870335691e-15,0.0883265410617661,0.911673458938228
728233,374897,Q8N8J0,E9PBV3,PI4KAP1,SBSN,5.52845075160283e-16,0.0100379952273807,0.989962004772619
728233,563,Q8N8J0,P25311,PI4KAP1,AZGP1,1.19162764217745e-13,0.211763118217071,0.78823688178281
728233,140576,Q8N8J0,Q96FQ6,PI4KAP1,S100A16,4.52708092282527e-7,0.091392905520799,0.908606641771109
728233,5317,Q8N8J0,Q13835-2,PI4KAP1,PKP1,3.30190584543576e-13,0.081950256026983,0.918049743972687
728233,5297,Q8N8J0,P42356,PI4KAP1,PI4KA,1.45497720174607e-16,0.00259291672444055,0.997407083275559
728233,6280,Q8N8J0,P06702,PI4KAP1,S100A9,3.82155292118843e-14,0.199966378158611,0.800033621841351
728233,84659,Q8N8J0,Q9H1E1,PI4KAP1,RNASE7,0.00197705502871567,0.0253667442096965,0.972656200761588
728233,79983,Q8N8J0,Q8WVV4-1,PI4KAP1,POF1B,1.47486698247482e-13,6.2178913389375e-4,0.999378210865959
728233,8710,Q8N8J0,O75635,PI4KAP1,SERPINB7,1.01268409987678e-6,4.2309562887495e-4,0.999575891687025
728233,2312,Q8N8J0,P20930,PI4KAP1,FLG,4.15606816752182e-15,0.00604101872696229,0.993958981273034
728233,388698,Q8N8J0,Q5D862,PI4KAP1,FLG2,1.2807877541192302e-15,0.191046857609611,0.808953142390387
728233,121214,Q8N8J0,Q8NEX9,PI4KAP1,SDR9C7,4.23809391349537e-7,0.00959311310348886,0.99040646308712
728233,5275,Q8N8J0,Q9UIV8,PI4KAP1,SERPINB13,1.60109362223753e-9,0.0448660082789113,0.955133990119995
728233,131,Q8N8J0,P40394,PI4KAP1,ADH7,0.00222059557710511,0.00196531984657057,0.995814084576324
728233,145264,Q8N8J0,Q8IW75,PI4KAP1,SERPINA12,3.5761330267388e-7,0.0135082733144028,0.986491369072295
728233,1893,Q8N8J0,Q16610-2,PI4KAP1,ECM1,5.0900303816578896e-12,0.116191107722093,0.883808892272817
728233,1041,Q8N8J0,Q15517,PI4KAP1,CDSN,2.39090524970355e-10,0.022185593284212,0.977814406476697
728233,1824,Q8N8J0,Q02487-2,PI4KAP1,DSC2,1.6466509198559199e-12,0.104859367342006,0.895140632656347
728233,79887,Q8N8J0,Q6P4A8,PI4KAP1,PLBD1,5.235503949769621e-9,3.361861121111e-5,0.999966376153285
728233,1410,Q8N8J0,P02511,PI4KAP1,CRYAB,1.10911821101003e-8,5.6106631386129e-4,0.999438922594957
728233,5055,Q8N8J0,P05120,PI4KAP1,SERPINB2,7.98248544761058e-10,9.607939500066e-5,0.999903919806751
728233,1890,Q8N8J0,P19971,PI4KAP1,TYMP,1.06949356027428e-7,0.00978814664656982,0.990211746404074
728233,342897,Q8N8J0,Q6ZVX7,PI4KAP1,NCCRP1,1.560612018824e-9,0.131696850061506,0.868303148377882
728233,79153,Q8N8J0,Q7L5L3-1,PI4KAP1,GDPD3,0.231799019765648,0.00886624445721899,0.759334735777133
728233,25818,Q8N8J0,Q9Y337,PI4KAP1,KLK5,0.119980981404476,1.9734135501262e-4,0.879821677240511
25855,5931,Q9HCU9,Q16576,BRMS1,RBBP7,3.046637689773e-30,1.4578948146479e-6,0.99999854210519
25855,5928,Q9HCU9,Q09028-3,BRMS1,RBBP4,4.7153864314978e-29,1.3801589302221e-4,0.99986198410698
25855,3065,Q9HCU9,Q13547,BRMS1,HDAC1,1.8219985832471e-21,2.074265245008e-5,0.99997925734755
140902,1022,Q9H3Y0,P50613,R3HDML,CDK7,1.54124120983768e-7,0.193718944954768,0.806280900921111
135250,4238,Q8TD07-3,P55082,RAET1E,MFAP3,1.68267621584017e-6,0.109770529685376,0.890227787638408
135250,3459,Q8TD07-3,P15260,RAET1E,IFNGR1,2.67493053908959e-7,0.0621588865171882,0.937840845989758
135250,374383,Q8TD07-3,Q68D85,RAET1E,DKFZp686O24166,4.90172677239552e-9,0.108835985214431,0.891164009883842
135250,79465,Q8TD07-3,Q9BZM4,RAET1E,ULBP3,1.32144019486923e-6,0.0273115450143808,0.972687133545424
135250,6259,Q8TD07-3,P34925-2,RAET1E,RYK,0.0012489545669542,3.0811866052574e-4,0.99844292677252
135250,2260,Q8TD07-3,P11362-14,RAET1E,FGFR1,3.55923879457917e-7,0.247994783722823,0.752004860353298
135250,2263,Q8TD07-3,P21802-10,RAET1E,FGFR2,0.0188137322745292,0.00867857986909186,0.972507687856379
135250,440138,Q8TD07-3,Q2TAA5,RAET1E,ALG11,2.48743525739625e-13,0.0726124716604192,0.927387528339332
135250,27333,Q8TD07-3,O00461,RAET1E,GOLIM4,5.20030662566256e-13,0.0656181722861885,0.934381827713291
135250,51299,Q8TD07-3,Q9NPD7,RAET1E,NRN1,5.7204743514201e-4,3.9892814345756e-4,0.9990290244214
135250,5865,Q8TD07-3,P20337,RAET1E,RAB3B,0.133442354019465,0.0120152184091596,0.854542427571375
135250,50512,Q8TD07-3,Q9NZ53,RAET1E,PODXL2,0.0306903482690703,0.095383593650171,0.873926058080759
135250,54549,Q8TD07-3,Q58EX2-2,RAET1E,SDK2,1.2565460981950001e-05,0.0565690102062658,0.943418424332752
135250,80328,Q8TD07-3,Q9BZM5,RAET1E,ULBP2,2.65417842793221e-6,0.175903505830014,0.824093839991558
135250,8744,Q8TD07-3,P41273,RAET1E,TNFSF9,5.30163093528276e-10,0.00218711516696019,0.997812884302877
135250,57722,Q8TD07-3,Q8TDY8,RAET1E,IGDCC4,0.0598005198980915,0.00626899651304683,0.933930483588862
255426,338324,Q8N431-2,Q86SG5,RASGEF1C,S100A7A,0.0140537332352608,0.00111463238866327,0.984831634376076
10556,10557,P78346,P78345,RPP30,RPP38,8.685884417037969e-13,2.268933269867e-5,0.999977310666433
10556,10940,P78346,Q99575,RPP30,POP1,8.244822152955279e-16,8.4299862257288e-4,0.999157001377426
10556,25871,P78346,Q6NW34-2,RPP30,C3orf17,1.7591242266999e-25,9.2297354368787e-6,0.99999077026456
10556,54913,P78346,Q9BUL9,RPP30,RPP25,1.6681128083287e-27,2.8055923577525e-7,0.99999971944076
84870,147991,Q9BXY4-2,Q6ZPD9,RSPO3,DPY19L3,2.0350551460342603e-9,3.272268116961e-5,0.999967275283775
256227,26872,Q6NZ63,Q9UHE8,MGC87042,STEAP1,4.548076093459531e-9,2.32677379678884e-10,0.999999995219246
255352,26330,Q5SR76-2,O14556,C10orf93,GAPDHS,1.4743824975651e-4,0.0126183858288213,0.987234175921422
255352,220,Q5SR76-2,P47895,C10orf93,ALDH1A3,4.816835969481e-5,0.00324126371513006,0.996710567925175
255352,1725,Q5SR76-2,P49366,C10orf93,DHPS,4.76883900988312e-11,0.00365804540393383,0.996341954548378
255352,115939,Q5SR76-2,Q9UJK0,C10orf93,C16orf42,1.362053691875e-5,0.121400409580058,0.878585969883023
92335,57448,Q7RTN6,Q9NR09,STRADA,BIRC6,2.7351745120958104e-15,0.212254776489904,0.787745223510093
374739,3309,Q6URK8-2,P11021,TEPP,HSPA5,1.23785656938296e-13,0.221770244181994,0.778229755817882
23495,64062,O14836-2,Q5T8P6-2,TNFRSF13B,RBM26,2.93486631533017e-17,3.7331995290076e-4,0.999626680047099
23495,54439,O14836-2,Q9P2N5,TNFRSF13B,RBM27,4.2046176153929596e-11,0.00112861258763544,0.998871387370318
23495,80829,O14836-2,Q96JP5-2,TNFRSF13B,ZFP91,2.675331429495e-5,4.2782258841931e-4,0.999545424097286
23495,163033,O14836-2,Q8NAF0,TNFRSF13B,ZNF579,4.23461892930963e-13,3.76222176474999e-6,0.999996237777812
23495,708,O14836-2,Q07021,TNFRSF13B,C1QBP,2.93095246731251e-17,0.017605994905717,0.982394005094283
23495,9726,O14836-2,O15015-2,TNFRSF13B,ZNF646,5.1331725569003694e-11,7.79017865992083e-6,0.999992209770008
23495,27332,O14836-2,Q14966-3,TNFRSF13B,ZNF638,3.08525029521804e-10,0.00105148190549026,0.998948517785985
23495,55147,O14836-2,Q86U06-2,TNFRSF13B,RBM23,1.75069465955212e-8,0.00469520955765648,0.995304772935397
23495,54881,O14836-2,Q9NXF1,TNFRSF13B,TEX10,2.40872059946972e-12,0.00802527030379233,0.991974729693799
23495,79009,O14836-2,Q9BQ39,TNFRSF13B,DDX50,1.14533523449433e-16,0.245455734708035,0.754544265291965
23495,65080,O14836-2,Q9H9J2,TNFRSF13B,MRPL44,9.7454959796078e-14,0.130740764557961,0.869259235441941
23495,26097,O14836-2,Q9Y3Y2-3,TNFRSF13B,CHTOP,2.0313395837497302e-10,0.172244228943128,0.827755770853738
23495,115992,O14836-2,Q96A37,TNFRSF13B,RNF166,1.866761323679e-5,0.00443642827502428,0.995544904111739
23495,84922,O14836-2,Q96SL8,TNFRSF13B,FIZ1,1.409869638525e-5,1.60566260982602e-6,0.999984295641005
23495,26168,O14836-2,Q9H4L4,TNFRSF13B,SENP3,1.2810451969640501e-15,0.0716802782002618,0.928319721799737
23495,8795,O14836-2,O14763-2,TNFRSF13B,TNFRSF10B,5.10572547761962e-6,0.177542007207397,0.822452887067125
23495,8568,O14836-2,P56182,TNFRSF13B,RRP1,7.86641740424256e-12,0.00669873860313214,0.993301261389001
23495,79269,O14836-2,Q5QP82,TNFRSF13B,DCAF10,7.64384752065152e-17,0.141285682988644,0.858714317011356
23495,7297,O14836-2,P29597,TNFRSF13B,TYK2,7.59624359998141e-8,0.184053954111496,0.815945969926068
23495,970,O14836-2,P32970,TNFRSF13B,CD70,1.4245011802302e-4,2.3088851826631e-7,0.999857318993459
27287,7088,O95231,Q04724,VENTX,TLE1,7.82055484805833e-15,0.163401380303399,0.836598619696593
27287,7090,O95231,Q04726-2,VENTX,TLE3,1.07991552092495e-12,0.154509198936475,0.845490801062445
27287,7091,O95231,Q04727-2,VENTX,TLE4,1.4253423629091299e-11,0.0924449906416788,0.907555009344068
27287,55556,O95231,Q7L5Y1,VENTX,ENOSF1,8.63027576152867e-12,0.137613792320985,0.862386207670385
27287,166,O95231,Q08117,VENTX,AES,1.515983713976e-5,0.0364449044973046,0.963539935665556
349136,7203,Q86TI4-1,P49368,WDR86,CCT3,1.44730173449087e-13,0.071246971060176,0.928753028939679
349136,10574,Q86TI4-1,Q99832,WDR86,CCT7,4.09989156883117e-12,0.075931994965149,0.924068005030751
349136,10575,Q86TI4-1,P50991,WDR86,CCT4,1.3755560893749e-15,0.0286548186493213,0.971345181350677
349136,26034,Q86TI4-1,Q8WWN9-2,WDR86,IPCEF1,5.49880767462098e-8,2.4373384355404e-4,0.999756211168369
349136,10693,Q86TI4-1,Q92526,WDR86,CCT6B,1.13005579972417e-9,0.00905919204730086,0.990940806822643
349136,908,Q86TI4-1,P40227,WDR86,CCT6A,5.50930567999519e-16,0.0726495086453418,0.927350491354658
349136,5201,Q86TI4-1,O60925,WDR86,PFDN1,1.2082888884780299e-11,0.237452106444318,0.762547893543599
349136,6950,Q86TI4-1,P17987,WDR86,TCP1,4.24335615564127e-14,0.0768173892695052,0.923182610730452
349136,10576,Q86TI4-1,P78371,WDR86,CCT2,4.1179304566514104e-17,0.0482883205875359,0.951711679412464
349136,5082,Q86TI4-1,Q13371,WDR86,PDCL,1.192292054524e-4,0.184260084266536,0.815620686528012
349136,10190,Q86TI4-1,O14530,WDR86,TXNDC9,7.96338285629174e-13,0.00213202558032217,0.997867974418882
158399,80317,Q8TF39,Q9BRR0,ZNF483,ZKSCAN3,3.29436112248315e-10,1.289429702307e-5,0.999987105373541
158399,7586,Q8TF39,P17029,ZNF483,ZKSCAN1,2.58831466923521e-7,0.00134331030302552,0.998656430865507
158399,7572,Q8TF39,P17028,ZNF483,ZNF24,1.6356353623785e-4,0.0322147652388967,0.967621671224866
158399,8805,Q8TF39,O15164,ZNF483,TRIM24,6.116657359912119e-11,7.570319842308e-5,0.99992429674041
158399,440590,Q8TF39,Q6WRX3,ZNF483,ZYG11A,2.51346254323812e-10,1.149217928614e-5,0.999988507569368
158399,10168,Q8TF39,O14709,ZNF483,ZNF197,7.050209443394e-5,2.825679035781e-5,0.999901241115208
158399,353274,Q8TF39,P59923,ZNF483,ZNF445,4.32807474807882e-8,0.0141632046926204,0.985836752026632
158399,7745,Q8TF39,Q15776,ZNF483,ZNF192,5.99045174464902e-8,0.0334387641202508,0.966561175975232
158399,221785,Q8TF39,Q6NSZ9,ZNF483,ZNF498,9.70106680386435e-8,0.247845705375346,0.752154197613985
158399,55663,Q8TF39,Q9NWS9,ZNF483,ZNF446,4.1431429141829e-6,0.00315364778394187,0.996842209073144
158399,55646,Q8TF39,Q9NX58,ZNF483,LYAR,1.4494423957601e-20,0.038533903668232,0.96146609633177
158399,387032,Q8TF39,Q969J2,ZNF483,ZKSCAN4,4.6119236713666e-7,3.430913881105e-5,0.999965229668822
158399,51282,Q8TF39,P57086,ZNF483,SCAND1,9.86643648081989e-6,3.3542732256177e-4,0.999654706240957
158399,7727,Q8TF39,Q15697-2,ZNF483,ZNF174,1.26540120232335e-6,2.6949965614133e-4,0.999729234942656
158399,84307,Q8TF39,Q8NF99,ZNF483,ZNF397,0.0219868281232795,0.041741876658826,0.936271295217895
374355,585,P0C7W6,Q96RK4-2,C10orf96,BBS4,0.00417524391267475,0.0102846011942811,0.985540154893044
374355,22981,P0C7W6,Q9Y2I6,C10orf96,NINL,2.71299999945454e-10,1.96422156661483e-6,0.999998035507133
374355,2060,P0C7W6,P42566,C10orf96,EPS15,9.16859551335489e-12,0.185230840237555,0.814769159753277
374355,160857,P0C7W6,Q5T0U0-2,C10orf96,CCDC122,1.8815729080823e-6,4.58300424337638e-6,0.999993535422849
