GeneA,GeneB,UniprotA,UniprotB,SymbolA,SymbolB,pW,pNI,pInt
27350,6780,Q9NRW3,O95793-2,APOBEC3C,STAU1,2.2008615348241903e-9,0.0522524252611376,0.947747572538001
27350,22907,Q9NRW3,Q7L2E3-2,APOBEC3C,DHX30,2.9722608116216603e-15,0.0773949412504506,0.922605058749546
27350,51663,Q9NRW3,Q96KR1,APOBEC3C,ZFR,2.94141493786044e-14,0.205387468726553,0.794612531273418
27350,55661,Q9NRW3,Q96GQ7,APOBEC3C,DDX27,1.42685528169586e-11,0.0659426116731603,0.934057388312571
27350,55147,Q9NRW3,Q86U06-2,APOBEC3C,RBM23,0.00190509984391468,0.0358986041699573,0.962196295986128
27350,23133,Q9NRW3,Q9UPP1-2,APOBEC3C,PHF8,3.90245372668044e-10,7.1571924250167e-8,0.99999992803783
27350,50809,Q9NRW3,Q5SSJ5-2,APOBEC3C,HP1BP3,4.9916325847141695e-18,0.152900519966548,0.847099480033452
27350,64794,Q9NRW3,Q9H8H2,APOBEC3C,DDX31,1.11471210338861e-8,0.0557388763250232,0.944261112527856
27350,65005,Q9NRW3,Q9BYD2,APOBEC3C,MRPL9,3.40000988380189e-13,0.045989982198258,0.954010017801402
27350,51121,Q9NRW3,Q9UNX3,APOBEC3C,RPL26L1,4.03117197189469e-14,0.0722762978240773,0.927723702175882
27350,23598,Q9NRW3,Q9HBE1-2,APOBEC3C,PATZ1,6.05762295706037e-6,0.212911090615945,0.787082851761098
27350,54583,Q9NRW3,Q9GZT9-2,APOBEC3C,EGLN1,7.45634499847192e-11,0.0790938875146163,0.92090611241082
27350,9904,Q9NRW3,Q9Y4C8,APOBEC3C,RBM19,2.2036851351301597e-11,0.0817051606880543,0.918294839289909
27350,6189,Q9NRW3,P61247,APOBEC3C,RPS3A,4.8257638030517994e-20,0.046501449285129,0.95349855071487
27350,51388,Q9NRW3,Q9Y221,APOBEC3C,NIP7,2.5838343903734803e-15,0.196252848634679,0.803747151365318
27350,55131,Q9NRW3,Q9NW13,APOBEC3C,RBM28,5.1660595017869704e-17,0.0896446342053441,0.910355365794656
27350,9875,Q9NRW3,O60287,APOBEC3C,URB1,2.0475699236129002e-10,0.0087974751083437,0.991202524686899
27350,23378,Q9NRW3,O43159,APOBEC3C,RRP8,7.98799252929562e-9,0.147993345022606,0.852006646989401
27350,25983,Q9NRW3,Q8NEJ9-2,APOBEC3C,NGDN,0.00280446751380722,0.187864443124346,0.809331089361847
27350,222194,Q9NRW3,Q6PCB5,APOBEC3C,RSBN1L,1.6440307022202897e-11,0.129191502777113,0.870808497206447
27350,56652,Q9NRW3,Q96RR1-2,APOBEC3C,C10orf2,1.77048219078519e-8,0.00164592487454093,0.998354057420637
27350,56829,Q9NRW3,Q7Z2W4-2,APOBEC3C,ZC3HAV1,3.84339217116032e-13,0.229790054868568,0.770209945131048
27350,4931,Q9NRW3,O15381-2,APOBEC3C,NVL,1.07032529793694e-12,0.118382343239461,0.881617656759469
27350,643836,Q9NRW3,Q8NB50,APOBEC3C,ZFP62,7.61560947093265e-6,0.05764767758074,0.942344706809789
27350,1107,Q9NRW3,Q12873-2,APOBEC3C,CHD3,1.39854885026121e-14,0.0407674593609324,0.959232540639054
27350,84273,Q9NRW3,Q8NC60,APOBEC3C,C4orf14,1.79997612670681e-7,0.223733301723419,0.776266518278969
27350,90957,Q9NRW3,Q6P158,APOBEC3C,DHX57,4.6263252409531205e-14,0.0235225433817068,0.976477456618247
27350,64848,Q9NRW3,Q9H6S0,APOBEC3C,YTHDC2,3.91637892945676e-11,0.0674262796704564,0.93257372029038
27350,26155,Q9NRW3,Q9Y3T9,APOBEC3C,NOC2L,1.03549527703568e-13,0.0928590449390577,0.907140955060839
27350,11198,Q9NRW3,Q9Y5B9,APOBEC3C,SUPT16H,2.02642688045829e-12,0.0566402302652998,0.943359769732674
27350,80135,Q9NRW3,Q9H9Y2,APOBEC3C,RPF1,9.446036761002e-5,0.192928207561133,0.806977332071257
27350,112840,Q9NRW3,Q96FK6,APOBEC3C,WDR89,0.200323899050897,0.00299068265267619,0.796685418296426
27350,8218,Q9NRW3,P53675,APOBEC3C,CLTCL1,6.52786474724733e-10,0.179176790572111,0.820823208775102
27350,7508,Q9NRW3,Q01831,APOBEC3C,XPC,3.3353063390302003e-10,0.033541212987524,0.96645878667895
27350,25917,Q9NRW3,Q9BV44,APOBEC3C,THUMPD3,4.10593127569696e-7,0.0323983809868886,0.967601208419984
27350,79736,Q9NRW3,Q96QE5,APOBEC3C,C17orf42,5.24502384928647e-6,1.521969823468e-5,0.999979535277916
27350,54517,Q9NRW3,Q96PZ0,APOBEC3C,PUS7,3.30375775263403e-10,5.34963461103688e-6,0.999994650035013
27350,57647,Q9NRW3,Q8IY37,APOBEC3C,DHX37,8.27894144781734e-12,0.0104206807379529,0.989579319253768
27350,64318,Q9NRW3,Q8WTT2,APOBEC3C,NOC3L,3.4965077283988e-14,0.110953368788963,0.889046631211002
27350,79670,Q9NRW3,Q5VYS8-6,APOBEC3C,ZCCHC6,2.59133387036739e-13,3.5124631268029e-4,0.999648753687061
27350,55299,Q9NRW3,Q8TDN6,APOBEC3C,BRIX1,7.0794676867962705e-15,0.128864625314046,0.871135374685946
27350,79039,Q9NRW3,Q8TDD1-2,APOBEC3C,DDX54,3.14422075438466e-8,0.197428354386409,0.802571614171383
27350,8886,Q9NRW3,Q9NVP1,APOBEC3C,DDX18,1.63837736142351e-11,0.137386197092412,0.862613802891205
27350,55035,Q9NRW3,Q76FK4-4,APOBEC3C,NOL8,9.72686918131951e-9,0.00276285101433385,0.997237139258797
27350,134430,Q9NRW3,Q8NI36,APOBEC3C,WDR36,3.1824023858073e-4,0.0789343377924416,0.920747421968978
27350,79682,Q9NRW3,Q71F23,APOBEC3C,MLF1IP,0.00207731319682655,0.236335207226367,0.761587479576807
27350,9816,Q9NRW3,Q14146,APOBEC3C,URB2,9.67006407311279e-14,0.00183434530983434,0.998165654690069
27350,64425,Q9NRW3,Q9GZS1-2,APOBEC3C,POLR1E,2.691255123016e-5,0.0618555167904969,0.938117570658273
27350,64802,Q9NRW3,Q9HAN9,APOBEC3C,NMNAT1,1.71931180085119e-7,0.0275526499987076,0.972447178070112
27350,55226,Q9NRW3,Q9H0A0,APOBEC3C,NAT10,4.0419648351954704e-14,0.0267360655114357,0.973263934488524
27350,27107,Q9NRW3,O95625,APOBEC3C,ZBTB11,2.7520751145324896e-11,0.0146974738702412,0.985302526102238
27350,54989,Q9NRW3,Q6IQ21,APOBEC3C,ZNF770,2.0040028346e-5,0.197193396633566,0.802786563338088
27350,10849,Q9NRW3,O15446-2,APOBEC3C,CD3EAP,5.75023236269538e-6,0.00916341515802221,0.990830834609615
27350,117246,Q9NRW3,Q8IY81,APOBEC3C,FTSJ3,4.5623835721120404e-17,0.0548015988519062,0.945198401148094
27350,84248,Q9NRW3,Q96QD9-2,APOBEC3C,FYTTD1,5.71383619431979e-7,0.0375648587093786,0.962434569907002
27350,6732,Q9NRW3,Q96SB4,APOBEC3C,SRPK1,1.1864107754092299e-12,0.0302801711759754,0.969719828822838
27350,8446,Q9NRW3,O75319,APOBEC3C,DUSP11,8.13689182439291e-7,0.103540511622129,0.896458674688688
27350,5442,Q9NRW3,O00411,APOBEC3C,POLRMT,2.04544332074941e-10,0.193483021251928,0.806516978543528
27350,79101,Q9NRW3,Q9H5J8,APOBEC3C,TAF1D,1.385471219184e-5,0.0106382762492455,0.989347869038563
27350,317781,Q9NRW3,Q8N8A6,APOBEC3C,DDX51,1.15253043908354e-11,0.019292709268594,0.980707290719881
27350,84154,Q9NRW3,Q9H7B2,APOBEC3C,RPF2,3.01429682602279e-11,0.0923896689813847,0.907610330988472
27350,641,Q9NRW3,P54132,APOBEC3C,BLM,4.15968887860695e-10,0.0174303729206138,0.982569626663417
27350,85865,Q9NRW3,A4D1E9,APOBEC3C,GTPBP10,5.4660103373893e-4,0.0633506893611603,0.936102709605101
27350,9013,Q9NRW3,Q15572-2,APOBEC3C,TAF1C,1.61260364031247e-6,0.130593178987792,0.869405208408568
27350,55342,Q9NRW3,Q96SI9-2,APOBEC3C,STRBP,9.857901063638129e-11,0.216279506438222,0.783720493463199
27350,55153,Q9NRW3,Q9NVU7,APOBEC3C,SDAD1,9.96908078973616e-9,0.0729944336498542,0.927005556381065
27350,9188,Q9NRW3,Q9NR30,APOBEC3C,DDX21,1.01041004050176e-16,0.128989510756583,0.871010489243417
27350,9014,Q9NRW3,Q53T94-2,APOBEC3C,TAF1B,0.0191969611069814,0.0898329996133345,0.890970039279684
27350,54475,Q9NRW3,Q9NVX2,APOBEC3C,NLE1,2.708427311592e-5,0.134102212247169,0.865870703479715
27350,8575,Q9NRW3,O75569,APOBEC3C,PRKRA,6.951453913936e-5,0.167928764899455,0.832001720561406
27350,114823,Q9NRW3,Q96PV6-2,APOBEC3C,LENG8,1.037426278607e-5,0.0405667303540867,0.959422895383127
27350,55602,Q9NRW3,Q9NXV6,APOBEC3C,CDKN2AIP,2.58253811830304e-9,0.077172414699714,0.922827582717748
27350,56270,Q9NRW3,Q5MNZ6,APOBEC3C,WDR45L,1.3726617088438e-9,0.0453761225028469,0.954623876124491
27350,84872,Q9NRW3,Q96K80,APOBEC3C,ZC3H10,0.0464416920378057,0.0127157299854417,0.940842577976753
27350,5612,Q9NRW3,O43422-2,APOBEC3C,PRKRIR,8.798585648713601e-10,0.0366282644365514,0.96337173468359
27350,56941,Q9NRW3,Q96FZ2,APOBEC3C,C3orf37,1.55404323624525e-10,0.00104005563475264,0.998959944209843
27350,81627,Q9NRW3,Q7Z2T5,APOBEC3C,TRMT1L,2.337326234896e-5,0.0712611071070521,0.928715519630599
27350,57696,Q9NRW3,Q8NHQ9,APOBEC3C,DDX55,3.7037586482072e-4,0.081836980993906,0.917792643141273
27350,57786,Q9NRW3,Q9NYW8,APOBEC3C,RBAK,0.125687346883632,0.00433961306994079,0.869973040046427
27350,7743,Q9NRW3,O75820-2,APOBEC3C,ZNF189,9.107646955606e-5,0.03970481368049,0.960204109849954
27350,79724,Q9NRW3,Q9H5H4,APOBEC3C,ZNF768,3.05749377617488e-13,0.107897231419169,0.892102768580525
27350,9790,Q9NRW3,Q14692,APOBEC3C,BMS1,1.99708817506886e-12,0.00637847028608158,0.993621529711921
27350,79759,Q9NRW3,Q96K58,APOBEC3C,ZNF668,1.8164485992017e-10,0.049951817062109,0.95004818275624
27350,57761,Q9NRW3,Q96RU7,APOBEC3C,TRIB3,0.224693790995763,1.51959254242891e-8,0.775306193808312
27350,441502,Q9NRW3,Q5JNZ5,APOBEC3C,RPS26P11,4.09198837514607e-6,3.10677052461643e-6,0.9999928012411
27350,7745,Q9NRW3,Q15776,APOBEC3C,ZNF192,9.00827321243856e-8,0.11526091731673101,0.884738992600537
27350,55133,Q9NRW3,Q8N5C6,APOBEC3C,SRBD1,0.108012148687434,0.0474645675685036,0.844523283744062
27350,115509,Q9NRW3,Q96CS4,APOBEC3C,ZNF689,5.1035755544248e-4,0.018225982758249,0.981263659686308
27350,100131017,Q9NRW3,A6NFI3,APOBEC3C,ZNF316,0.00119124613850902,0.0234165342794816,0.97539221958201
27350,353274,Q9NRW3,P59923,APOBEC3C,ZNF445,2.8297319396113e-4,0.204117788277393,0.795599238528646
27350,197407,Q9NRW3,Q96MX3,APOBEC3C,ZNF48,2.0203272204785e-7,6.9798352121082e-7,0.99999909998376
27350,64763,Q9NRW3,Q6ZN55-2,APOBEC3C,ZNF574,3.78240605912821e-10,0.0342814672325855,0.965718532389174
27350,23361,Q9NRW3,Q9UEG4,APOBEC3C,ZNF629,6.1486024110106805e-9,0.0223599620252695,0.977640031826128
27350,9015,Q9NRW3,Q15573,APOBEC3C,TAF1A,2.17640114730971e-9,0.00160194855888173,0.998398049264717
2882,55813,Q96SL4,Q9NYH9,GPX7,UTP6,1.708681897894e-9,1.0066530503574e-4,0.999899332986282
2882,51530,Q96SL4,Q86WB0,GPX7,ZC3HC1,2.68060017829892e-9,1.9968784952356e-4,0.999800309469876
2882,9061,Q96SL4,O43252,GPX7,PAPSS1,2.64496280722979e-9,0.0420956137714123,0.957904383583625
2882,79068,Q96SL4,Q9C0B1,GPX7,FTO,3.54611143882993e-6,0.0391131477664959,0.960883306122065
2882,6642,Q96SL4,Q13596-2,GPX7,SNX1,5.83888952350391e-10,0.0703321126475506,0.92966788676856
2882,8833,Q96SL4,P49915,GPX7,GMPS,5.16113716677936e-12,0.129174077676308,0.870825922318531
2882,79896,Q96SL4,Q8IYQ7,GPX7,THNSL1,6.27112745188927e-6,0.0241081575940088,0.975885571278539
2882,6455,Q96SL4,Q99961,GPX7,SH3GL1,8.87921348829159e-10,0.0221370358608579,0.977862963251221
2882,29087,Q96SL4,Q9P016,GPX7,THYN1,3.825246258901e-4,1.683328986259e-5,0.999600642084247
2882,5610,Q96SL4,P19525,GPX7,EIF2AK2,5.1686354105931e-4,0.065654471244089,0.933828665214852
2882,8498,Q96SL4,Q9H6Z4-2,GPX7,RANBP3,1.4314600882221202e-9,0.105876335098339,0.894123663470201
2882,2580,Q96SL4,O14976,GPX7,GAK,4.3702306135937894e-11,2.528840549056e-5,0.999974711550807
2882,28985,Q96SL4,Q9ULC4-2,GPX7,MCTS1,7.5576578651424e-6,0.00416689874808826,0.995825543594047
2882,23549,Q96SL4,Q9ULA0,GPX7,DNPEP,2.43759277978855e-6,0.0851275336403577,0.914870028766863
2882,9054,Q96SL4,Q9Y697-2,GPX7,NFS1,1.1001726960896e-11,0.00216193096563937,0.997838069023359
2882,11212,Q96SL4,O94903,GPX7,PROSC,4.38223327420176e-6,2.883297871366e-5,0.999966784788012
2882,5781,Q96SL4,Q06124-2,GPX7,PTPN11,3.62605758695492e-7,0.00737897984147377,0.992620657552768
2882,124220,Q96SL4,Q96DA0,GPX7,ZG16B,0.0341987941556857,0.19493665215007,0.770864553694244
2882,92092,Q96SL4,Q96H79,GPX7,ZC3HAV1L,0.0022176788326695,0.157976798801761,0.839805522365569
2882,57128,Q96SL4,Q9HD34,GPX7,LYRM4,6.6975959625433e-4,6.912560578634e-5,0.999261114797959
2882,148423,Q96SL4,Q8N6N3-2,GPX7,C1orf52,6.272231524153e-5,0.02359497133766,0.976342306347098
2882,144717,Q96SL4,Q8N4B1,GPX7,FAM109A,7.1002743513553e-4,5.49124376282291e-6,0.999284481321102
2882,55111,Q96SL4,Q9NW61,GPX7,PLEKHJ1,0.0026544639281751,0.00324252006091637,0.994103016010908
2882,10056,Q96SL4,Q9NSD9,GPX7,FARSB,2.39624864105576e-14,0.243551516467613,0.756448483532363
2882,8737,Q96SL4,Q13546,GPX7,RIPK1,1.47265728826107e-12,0.00189837770879179,0.998101622289736
2882,26973,Q96SL4,Q9UHD1-2,GPX7,CHORDC1,1.91123694201465e-12,0.121538034180527,0.878461965817562
90861,63979,Q9H910-2,Q6PIW4-2,HN1L,FIGNL1,7.9935855256442e-25,9.2627417421523e-6,0.99999073725826
3446,130507,P01566,Q6ZT12-4,IFNA10,UBR3,2.5464915120287797e-12,0.0170855697143178,0.982914430283136
3446,3434,P01566,P09914,IFNA10,IFIT1,4.5771286651566e-4,1.0634794904986e-4,0.999435939184434
3446,9636,P01566,P05161,IFNA10,ISG15,4.07303508099174e-6,3.067858470856e-5,0.99996524838021
3443,126003,P05013,Q8IUR0,IFNA6,TRAPPC5,8.508841003186251e-9,0.0189895587858376,0.981010432705322
3456,3454,P01574,P17181,IFNB1,IFNAR1,3.282394488458e-5,7.185808509426e-5,0.999895317970021
3606,6318,Q14116,P48594,IL18,SERPINB4,9.52313114770619e-13,0.210163663952072,0.789836336046976
10945,55666,P24390,Q8TAT6-2,KDELR1,NPLOC4,4.44739832615953e-16,0.143588633886918,0.856411366113082
10945,55793,P24390,Q8N5J2-3,KDELR1,FAM63A,4.6212133965509e-4,0.00298728946399046,0.996550589196355
10945,8887,P24390,Q86VP1-2,KDELR1,TAX1BP1,3.4942918164014195e-11,0.0315083935329004,0.968491606432157
10945,56893,P24390,Q9NRR5,KDELR1,UBQLN4,1.3534547640658601e-14,0.1698955131007,0.830104486899287
10945,7353,P24390,Q92890-1,KDELR1,UFD1L,1.54455223342485e-17,0.193371281034646,0.806628718965354
10945,7337,P24390,Q05086-2,KDELR1,UBE3A,1.44566448637515e-11,3.9553501074828e-4,0.999604464974795
10945,27246,P24390,Q9Y4L5,KDELR1,RNF115,0.0326611670368818,0.0954265394649188,0.871912293498199
10945,51377,P24390,Q9Y5K5-2,KDELR1,UCHL5,1.33158169135887e-15,0.169092453773934,0.830907546226065
10945,7095,P24390,Q99442,KDELR1,SEC62,6.505470309327089e-12,0.192294846732177,0.807705153261318
10945,84993,P24390,Q96S82,KDELR1,UBL7,0.119284774016749,0.00100283119491425,0.879712394788337
10945,10906,P24390,O14545,KDELR1,TRAFD1,8.15736507070138e-8,0.034733912978478,0.965266005447871
10945,51028,P24390,Q86VN1-2,KDELR1,VPS36,0.0017977404682478,0.0214339936156429,0.976768265916109
10945,84236,P24390,Q8TEB9-2,KDELR1,RHBDD1,0.018895498537702,0.206604767829743,0.774499733632555
55937,100507680,O95445,P10314,APOM,LOC100507680,9.82105295998277e-16,1.1479364585243e-4,0.999885206354147
55937,10600,O95445,Q9Y5T5-2,APOM,USP16,4.08997695160911e-8,2.4528316064986e-4,0.999754675939581
55937,728911,O95445,Q5DJT8,APOM,CT45A2,6.790578940940349e-12,1.5051708433727e-4,0.999849482908872
554223,4285,Q86V94,Q99797,LOC554223,MIPEP,1.00295950566373e-10,3.9222314680288e-4,0.999607776752901
84569,51366,Q6UWQ5-2,O95071,LYZL1,UBR5,9.86781700977217e-15,0.23302481787877,0.76697518212122
84569,23140,Q6UWQ5-2,O43149,LYZL1,ZZEF1,9.303712601168129e-16,0.0263127046002828,0.973687295399716
84569,56983,Q6UWQ5-2,Q8NBL1,LYZL1,POGLUT1,1.583675119527e-5,0.0886063146520674,0.911377848596737
84569,153642,Q6UWQ5-2,Q6UWY0,LYZL1,ARSK,6.66338832930205e-10,0.153916858384365,0.846083140949296
84569,2588,Q6UWQ5-2,P34059,LYZL1,GALNS,5.1650164439862e-4,0.0931118294038612,0.90637166895174
84569,26018,Q6UWQ5-2,Q96JA1-2,LYZL1,LRIG1,6.965549260005661e-15,0.224453515636206,0.775546484363787
84569,79654,Q6UWQ5-2,Q5T447,LYZL1,HECTD3,4.7672238853361304e-14,0.0638701514534621,0.93612984854649
84569,55761,Q6UWQ5-2,Q96AE7,LYZL1,TTC17,1.2728401516562e-13,0.00813090127935532,0.991869098720518
84569,412,Q6UWQ5-2,P08842,LYZL1,STS,0.0188096343427973,0.00698537973479762,0.974204985922405
84569,3915,Q6UWQ5-2,P11047,LYZL1,LAMC1,1.63337959167686e-13,0.162304190266812,0.837695809733024
84569,23505,Q6UWQ5-2,Q92545,LYZL1,TMEM131,1.2629294157622e-11,0.0237305833062962,0.976269416681074
84569,9695,Q6UWQ5-2,Q92611,LYZL1,EDEM1,2.26393436329279e-6,0.124538053576243,0.875459682489394
84569,89970,Q6UWQ5-2,Q96DX4,LYZL1,RSPRY1,1.19600651476851e-6,0.00837211027489857,0.991626693718587
84569,8754,Q6UWQ5-2,Q13443,LYZL1,ADAM9,7.98856213468201e-7,0.150884791503487,0.8491144096403
84569,374378,Q6UWQ5-2,Q6P9A2,LYZL1,GALNTL4,0.00881085594271433,0.119659122603587,0.871530021453699
84569,1291,Q6UWQ5-2,P12109,LYZL1,COL6A1,7.72956294120852e-16,0.0970971020122108,0.902902897987788
84569,51148,Q6UWQ5-2,Q5T4B2-2,LYZL1,CERCAM,9.97289903435011e-11,0.243119112224995,0.756880887675276
84569,285203,Q6UWQ5-2,Q5NDL2-3,LYZL1,C3orf64,9.394247318294e-5,0.039787975209833903,0.960118082316983
84569,55559,Q6UWQ5-2,Q99871-2,LYZL1,HAUS7,4.3165286384218e-4,0.0914524963343011,0.908115850801857
84569,10443,Q6UWQ5-2,Q92802-2,LYZL1,N4BP2L2,2.578434110589e-5,0.245016322451927,0.754957893206967
84569,8828,Q6UWQ5-2,O60462-2,LYZL1,NRP2,6.297545230552e-5,0.18885931318222,0.811077711365474
84569,57190,Q6UWQ5-2,Q9NZV5-2,LYZL1,SEPN1,4.2697623668481205e-9,0.192088565951829,0.807911429778409
84569,55501,Q6UWQ5-2,Q9NRB3,LYZL1,CHST12,1.51417663655106e-6,0.0997809693432952,0.900217516480068
84569,55741,Q6UWQ5-2,Q9BV94-2,LYZL1,EDEM2,1.6837008134105e-4,0.0821508611354318,0.917680768783227
64769,8607,B1AK64,Q9Y265,MEAF6,RUVBL1,5.941996144237399e-26,1.843519262999e-5,0.99998156480737
64769,57634,B1AK64,Q96L91-2,MEAF6,EP400,1.5116588087044e-13,8.02214770137729e-6,0.999991977852148
64769,80314,B1AK64,Q9H2F5-2,MEAF6,EPC1,1.11098174922012e-9,5.16576082913465e-6,0.999994833128189
64769,26122,B1AK64,Q52LR7,MEAF6,EPC2,9.7089448346683e-15,1.5362669010383e-8,0.99999998463732
64769,9493,B1AK64,Q02241-2,MEAF6,KIF23,0.00717120998732376,0.0632345172586804,0.929594272753996
64769,51147,B1AK64,Q9UNL4-2,MEAF6,ING4,6.187267778132901e-10,1.14989494234544e-8,0.999999987882324
64769,84289,B1AK64,Q8WYH8-2,MEAF6,ING5,2.2615251835275998e-21,1.702955069693e-14,0.99999999999998
64769,55929,B1AK64,Q9NPF5,MEAF6,DMAP1,9.7787762584212e-19,1.0000666893038e-7,0.99999989999333
64769,8295,B1AK64,Q9Y4A5-2,MEAF6,TRRAP,3.9044673126749794e-11,8.134770748246e-5,0.999918652253473
64769,6944,B1AK64,Q15906,MEAF6,VPS72,1.0603982079089e-4,0.00430196475771286,0.995591995421496
64769,3841,B1AK64,O15131,MEAF6,KPNA5,7.18975037909244e-16,0.237404112322789,0.76259588767721
64769,3836,B1AK64,P52294,MEAF6,KPNA1,1.9328366803381e-16,0.015363737063156,0.98463626293684
64769,23338,B1AK64,Q9NQC1-2,MEAF6,PHF15,1.8879741417871e-14,1.0119305181993e-11,0.99999999998986
64769,10902,B1AK64,Q9H0E9-2,MEAF6,BRD8,1.0473781944584899e-11,4.690258181427e-4,0.999530974171383
64769,54556,B1AK64,Q9NXR8,MEAF6,ING3,1.02314894441139e-11,7.27660753178208e-7,0.999999272329015
64769,10856,B1AK64,Q9Y230,MEAF6,RUVBL2,9.270851611264499e-27,8.291349519915e-5,0.9999170865048
64769,9767,B1AK64,Q92613,MEAF6,PHF16,3.7215737300083694e-11,1.04660781665865e-8,0.999999989496706
64769,11143,B1AK64,O95251,MEAF6,MYST2,1.276765004001e-17,3.3103440334190997e-12,0.99999999999669
64769,7994,B1AK64,Q92794,MEAF6,MYST3,7.54732141130223e-10,7.781463868862e-5,0.999922184606579
64769,23522,B1AK64,Q8WYB5,MEAF6,MYST4,6.39098600636124e-8,2.89463801428265e-6,0.999997041452126
64769,55257,B1AK64,Q9NV56,MEAF6,C20orf20,1.4032586657158e-13,1.029458541355e-5,0.99998970541445
64769,27154,B1AK64,Q9ULD4,MEAF6,BRPF3,2.1715633173462601e-10,1.92602322510151e-7,0.999999807180521
64769,7862,B1AK64,P55201-2,MEAF6,BRPF1,5.7120812571009e-10,1.86822129558657e-6,0.999998131207496
64769,89890,B1AK64,Q86V97,MEAF6,KBTBD6,1.2316064533064601e-17,0.190364720626437,0.809635279373563
64769,91404,B1AK64,Q86VW0,MEAF6,SESTD1,3.671422373006e-8,1.4817381044021e-4,0.999851789475336
64769,54799,B1AK64,Q05BQ5,MEAF6,MBTD1,5.05581043118611e-7,5.574958983059e-5,0.999943744829126
64769,10933,B1AK64,Q9UBU8-2,MEAF6,MORF4L1,8.5191685457252e-21,3.7630242502214e-6,0.99999623697575
64769,1613,B1AK64,O43293,MEAF6,DAPK3,7.35203259842298e-7,3.69198974526737e-6,0.999995572806995
64769,10524,B1AK64,Q92993-3,MEAF6,KAT5,6.6926899288075005e-18,7.9704447768548e-11,0.9999999999203
64769,79960,B1AK64,Q6IE81,MEAF6,PHF17,7.95677734496736e-10,3.89946510267953e-8,0.999999960209671
64769,8089,B1AK64,O95619,MEAF6,YEATS4,2.1488525362346e-24,9.291260796205e-6,0.9999907087392
64769,221895,B1AK64,Q86VZ6-2,MEAF6,JAZF1,5.3096398700019e-14,1.4172323983348e-9,0.99999999858271
64769,9643,B1AK64,Q15014,MEAF6,MORF4L2,4.2005845368122e-11,0.0012562521900768,0.99874374776792
23413,4836,P62166,P30419-2,NCS1,NMT1,3.82278380886757e-12,0.00421507711311391,0.995784922883063
23413,9397,P62166,O60551,NCS1,NMT2,4.7666414107643494e-11,3.791300086468e-5,0.999962086951469
23413,23358,P62166,Q9UPU5,NCS1,USP24,1.2079965456799e-10,4.528009756964e-5,0.999954719781631
23413,4849,P62166,O75175,NCS1,CNOT3,3.80693454059626e-10,0.1284375506626,0.871562448956706
23413,57406,P62166,Q9BV23,NCS1,ABHD6,2.6558142211904e-10,1.471883189485e-5,0.999985280902524
23413,54836,P62166,Q5W0U4,NCS1,BSPRY,3.47173702187542e-7,4.084396202328331e-9,0.999999648741902
23413,7083,P62166,P04183,NCS1,TK1,4.91611890529359e-7,0.00481208251402909,0.99518742587408
4711,83988,O43674,P61601,NDUFB5,NCALD,1.11147129046165e-13,8.5098259629893e-4,0.99914901740359
4711,4716,O43674,O96000,NDUFB5,NDUFB10,1.8549355893857e-12,0.00828899519792504,0.99171100480022
4711,4538,O43674,P03905,NDUFB5,ND4,1.5657858551394e-7,0.00122470054398585,0.998775142877429
4711,51103,O43674,Q9Y375,NDUFB5,NDUFAF1,1.4055280295670401e-10,0.0273609155695019,0.972639084289945
4711,4715,O43674,Q9Y6M9,NDUFB5,NDUFB9,3.700413486133e-5,0.00198572653703504,0.997977269328104
4711,51295,O43674,Q9BQ95,NDUFB5,ECSIT,1.8813493267718002e-16,1.3468826127567e-4,0.99986531173872
4711,4722,O43674,O75489,NDUFB5,NDUFS3,2.7591005641021e-21,0.0020448738594513,0.99795512614055
4711,29078,O43674,Q9P032,NDUFB5,NDUFAF4,3.8162365013211005e-16,8.4630915516219e-4,0.99915369084484
4711,28976,O43674,Q9H845,NDUFB5,ACAD9,2.3957046717059e-19,0.044097587153043,0.95590241284696
4711,4713,O43674,P17568,NDUFB5,NDUFB7,6.3824989836094004e-18,1.0242663810415e-6,0.99999897573362
4711,4702,O43674,P51970,NDUFB5,NDUFA8,9.905671810485601e-18,0.0027285696632339,0.99727143033677
4711,374291,O43674,O75251,NDUFB5,NDUFS7,9.4755347990936e-17,0.0026485579560331,0.99735144204397
4711,84262,O43674,Q9BT73,NDUFB5,PSMG3,0.0743291147322219,0.0891437172823418,0.836527167985436
4711,4540,O43674,P03915,NDUFB5,ND5,2.39387952432977e-9,0.00144196160812112,0.998558035997999
4711,4712,O43674,O95139,NDUFB5,NDUFB6,9.97247717284606e-6,1.1887135896548e-4,0.999871156163862
28511,54438,Q9NYR9-2,Q9NXC2,NKIRAS2,GFOD1,5.8054250128081e-22,1.2840256757004e-11,0.99999999998716
28511,81577,Q9NYR9-2,Q3B7J2,NKIRAS2,GFOD2,8.22972421621554e-10,7.18780521117311e-10,0.999999998458247
28511,253959,Q9NYR9-2,Q6GYQ0-2,NKIRAS2,RALGAPA1,3.86052117080726e-11,3.54873509531872e-9,0.99999999641266
28511,57186,Q9NYR9-2,Q2PPJ7,NKIRAS2,RALGAPA2,1.73063840386092e-10,2.9575745519777102e-9,0.999999996869362
28511,57148,Q9NYR9-2,Q86X10-2,NKIRAS2,RALGAPB,1.89751259513824e-12,4.49342288097913e-10,0.99999999954876
